educ,meduc,feduc,age,kids,black,east,northcen,west,farm,othrural,town,smcity,year
12,8,12,35,3,0,0,1,0,1,0,0,0,2006
12,12,12,36,1,0,0,1,0,1,0,0,0,2006
12,9,9,50,2,0,1,0,0,0,0,0,1,2008
16,16,15,49,2,0,1,0,0,0,0,1,0,2008
18,12,14,52,4,0,1,0,0,0,0,1,0,2008
14,11,12,51,6,0,1,0,0,0,0,1,0,2008
11,3,3,40,4,0,1,0,0,0,0,0,1,2008
12,8,8,50,3,0,1,0,0,0,0,0,1,2008
12,12,12,52,5,0,1,0,0,0,0,0,1,2008
12,11,8,44,3,0,1,0,0,0,0,1,0,2008
12,5,7,53,7,0,1,0,0,0,0,1,0,2008
12,7,5,45,2,0,1,0,0,0,0,0,0,2008
15,9,9,42,2,0,1,0,0,0,1,0,0,2008
11,5,12,49,5,0,1,0,0,1,0,0,0,2008
12,8,6,42,3,0,1,0,0,0,0,0,0,2008
12,12,9,37,4,0,1,0,0,0,0,0,1,2008
13,13,8,38,2,0,1,0,0,0,0,0,1,2008
12,12,12,37,1,0,1,0,0,0,0,0,0,2008
12,11,11,52,3,0,1,0,0,0,0,0,0,2008
12,12,12,36,3,0,0,1,0,0,0,0,0,2008
12,8,12,46,6,0,0,0,0,0,0,0,1,2008
15,16,14,54,3,0,0,1,0,0,0,0,0,2008
16,20,8,48,4,0,1,0,0,0,0,0,1,2008
11,6,12,35,5,0,0,1,0,0,0,1,0,2008
17,13,12,38,1,0,0,1,0,0,0,1,0,2008
12,12,12,44,2,0,0,1,0,0,0,0,0,2008
12,8,12,44,3,0,0,1,0,0,0,0,1,2008
16,5,5,54,5,0,1,0,0,1,0,0,0,2008
10,10,0,43,5,0,0,0,0,0,1,0,0,2008
13,8,8,44,2,0,0,1,0,0,1,0,0,2008
14,4,11,46,2,1,0,1,0,0,0,1,0,2008
12,8,9,37,5,1,0,1,0,0,0,0,0,2008
18,12,15,43,0,0,0,1,0,0,0,0,0,2008
13,13,16,42,2,0,0,1,0,0,0,1,0,2008
17,8,16,43,2,0,0,1,0,0,0,0,1,2008
13,8,12,37,2,0,0,1,0,0,0,1,0,2008
12,8,8,46,1,0,0,0,0,1,0,0,0,2008
10,8,8,51,3,0,0,1,0,0,1,0,0,2008
7,7,3,47,6,0,0,0,0,1,0,0,0,2008
1,12,8,54,0,0,0,0,0,0,0,1,0,2008
12,9,9,48,2,0,0,0,0,0,0,1,0,2008
12,7,8,48,4,0,0,0,0,1,0,0,0,2008
12,2,7,40,3,0,0,0,0,0,1,0,0,2008
13,13,11,52,4,0,0,0,0,1,0,0,0,2008
12,6,8,41,3,0,0,0,0,1,0,0,0,2008
14,5,11,36,2,1,0,0,0,0,0,1,0,2008
13,2,2,38,2,0,0,0,0,1,0,0,0,2008
12,8,12,42,3,1,0,0,0,0,0,0,0,2008
8,7,9,38,6,0,0,0,0,0,0,1,0,2008
14,14,12,43,0,0,0,0,1,0,0,0,0,2008
15,10,10,37,1,0,0,0,1,0,0,1,0,2008
14,6,8,35,1,1,0,0,0,1,0,0,0,2008
12,9,7,54,2,0,0,1,0,0,0,0,0,2008
16,3,11,54,1,0,0,0,1,0,0,0,1,2008
13,10,8,50,5,0,0,1,0,0,0,1,0,2008
12,10,12,37,2,0,1,0,0,0,0,1,0,2008
16,8,6,44,2,0,1,0,0,0,1,0,0,2008
12,6,12,41,3,0,1,0,0,0,0,0,1,2008
12,12,10,35,2,0,1,0,0,0,0,1,0,2008
15,12,12,35,2,0,1,0,0,0,0,0,0,2008
13,9,12,36,3,0,1,0,0,0,0,0,0,2008
13,9,14,39,3,0,0,1,0,1,0,0,0,2008
12,11,9,46,3,0,0,1,0,1,0,0,0,2008
8,5,8,41,6,0,0,1,0,0,0,1,0,2008
16,8,14,38,1,0,0,1,0,1,0,0,0,2008
11,10,12,48,1,0,0,1,0,0,1,0,0,2008
12,8,8,38,3,0,0,0,0,0,1,0,0,2008
8,4,8,53,2,0,0,0,0,1,0,0,0,2008
16,15,12,44,3,0,0,1,0,0,0,1,0,2008
10,0,8,47,2,0,0,0,0,0,0,1,0,2008
12,14,11,41,2,0,0,0,0,1,0,0,0,2008
19,9,14,51,3,0,0,0,0,0,0,1,0,2008
12,12,16,42,1,0,1,0,0,0,0,1,0,2008
10,9,11,54,3,0,0,1,0,0,0,1,0,2008
11,9,8,39,7,0,0,1,0,0,1,0,0,2008
14,8,8,54,3,0,0,1,0,1,0,0,0,2008
11,8,8,47,2,0,0,0,0,0,1,0,0,2008
10,4,9,38,6,0,0,0,0,1,0,0,0,2008
12,8,10,51,2,0,0,0,0,1,0,0,0,2008
11,6,8,38,3,0,0,0,0,0,0,1,0,2008
12,5,6,36,0,0,0,0,0,1,0,0,0,2008
16,17,16,47,2,0,0,0,0,0,0,1,0,2008
12,6,11,42,0,0,1,0,0,0,0,0,0,2008
16,13,15,52,3,0,1,0,0,0,0,0,0,2008
12,12,12,35,2,0,1,0,0,0,1,0,0,2008
11,8,8,38,7,0,1,0,0,0,0,0,0,2008
14,8,12,49,2,0,1,0,0,0,0,0,0,2008
12,5,12,41,2,0,1,0,0,0,0,1,0,2008
12,12,12,53,2,0,0,0,0,1,0,0,0,2008
12,12,12,44,6,0,1,0,0,0,0,0,0,2008
12,8,0,44,4,0,1,0,0,0,0,0,1,2008
12,8,7,39,4,1,1,0,0,0,0,0,1,2008
10,4,10,39,4,0,0,1,0,0,0,0,0,2008
16,14,8,37,2,0,1,0,0,0,0,1,0,2008
12,3,8,37,2,0,0,1,0,0,1,0,0,2008
14,6,10,40,4,0,0,1,0,0,0,0,0,2008
12,8,11,49,4,0,0,1,0,0,0,0,0,2008
16,12,12,38,0,0,0,1,0,0,0,1,0,2008
9,12,8,41,4,0,0,1,0,0,0,0,0,2008
12,12,14,40,4,1,0,0,0,0,0,0,1,2008
12,16,14,36,4,0,0,1,0,0,0,0,0,2008
12,11,9,39,2,0,0,1,0,0,0,0,0,2008
18,9,14,35,0,0,0,1,0,1,0,0,0,2008
12,8,7,37,0,0,0,1,0,0,0,1,0,2008
12,8,8,37,4,0,0,1,0,0,0,1,0,2008
20,20,12,42,0,0,1,0,0,0,0,0,0,2008
12,10,10,54,5,0,1,0,0,0,0,1,0,2008
12,12,6,39,3,0,0,0,1,0,0,0,0,2008
8,8,0,38,4,0,0,0,0,1,0,0,0,2008
12,6,12,53,3,0,0,0,0,1,0,0,0,2008
12,11,15,39,3,0,0,0,0,0,0,1,0,2008
10,3,8,47,3,0,0,0,1,1,0,0,0,2008
12,12,12,35,1,0,0,0,1,0,0,0,0,2008
18,12,14,43,3,0,0,0,1,0,0,1,0,2008
12,16,8,49,3,0,0,0,1,0,0,1,0,2008
12,12,12,39,2,0,0,0,1,0,0,0,1,2008
15,15,14,35,2,0,0,0,1,0,0,0,1,2008
11,3,5,38,3,0,0,0,1,0,1,0,0,2008
12,6,3,41,4,0,0,0,1,0,0,0,1,2008
16,19,13,54,4,0,0,1,0,0,0,1,0,2008
12,8,12,49,3,0,0,0,0,0,0,1,0,2008
13,12,12,41,4,0,0,0,1,0,1,0,0,2008
12,12,9,49,1,0,0,0,1,0,0,0,1,2008
12,8,8,40,3,0,1,0,0,0,0,0,0,2008
10,6,5,52,1,0,0,1,0,0,0,1,0,2008
12,8,7,47,4,0,0,1,0,0,0,1,0,2008
12,6,12,40,4,0,0,1,0,0,0,1,0,2008
12,3,3,37,4,0,0,1,0,1,0,0,0,2008
14,8,8,51,3,0,0,1,0,0,0,1,0,2008
15,12,12,45,3,0,0,1,0,0,0,1,0,2008
12,2,9,47,0,0,0,1,0,0,1,0,0,2008
10,7,7,47,2,0,0,0,0,0,1,0,0,2008
14,5,8,45,4,0,0,0,0,1,0,0,0,2008
15,16,15,36,2,0,0,0,0,0,0,0,1,2008
16,12,12,50,3,0,0,0,0,0,0,1,0,2008
12,7,9,43,2,0,0,0,0,1,0,0,0,2008
12,5,11,40,2,0,0,0,1,0,0,1,0,2008
12,12,15,49,0,0,0,1,0,0,0,1,0,2008
12,10,8,36,3,0,0,1,0,0,0,0,0,2008
12,7,8,40,4,0,0,1,0,1,0,0,0,2008
17,8,7,51,1,0,0,0,0,0,0,1,0,2008
12,7,7,36,2,0,0,0,0,1,0,0,0,2008
9,7,11,35,2,0,0,0,0,1,0,0,0,2008
12,4,10,40,2,0,0,0,0,0,0,0,1,2008
12,8,11,38,2,0,0,0,0,0,0,1,0,2008
12,8,12,44,6,0,1,0,0,0,0,0,0,2010
16,16,16,46,1,0,1,0,0,0,0,0,0,2010
12,7,11,38,1,0,1,0,0,0,0,0,0,2010
12,8,12,44,3,0,1,0,0,0,0,0,0,2010
12,12,8,38,2,0,1,0,0,1,0,0,0,2010
9,9,9,37,2,1,0,1,0,0,0,0,0,2010
12,6,12,48,4,0,0,1,0,0,0,0,1,2010
12,12,12,36,3,0,0,1,0,0,0,0,0,2010
12,3,6,37,6,0,0,1,0,0,0,0,0,2010
16,8,12,41,2,0,0,1,0,0,0,1,0,2010
5,6,3,35,1,0,0,0,0,0,0,0,1,2010
12,10,8,42,1,0,0,1,0,0,0,0,0,2010
12,8,11,49,3,0,0,1,0,0,0,0,1,2010
20,10,15,50,0,0,0,1,0,0,0,1,0,2010
13,14,11,44,3,0,0,1,0,0,0,0,0,2010
12,5,8,47,3,0,0,1,0,1,0,0,0,2010
11,8,8,49,6,0,0,1,0,0,0,0,0,2010
8,0,6,39,6,1,0,0,0,1,0,0,0,2010
17,12,12,40,0,0,0,1,0,0,0,0,1,2010
12,12,12,39,3,0,0,1,0,1,0,0,0,2010
12,5,11,38,4,0,0,1,0,0,0,0,0,2010
19,12,8,51,2,0,0,1,0,1,0,0,0,2010
16,7,7,45,3,0,0,1,0,0,0,0,1,2010
13,9,12,40,2,0,0,1,0,0,1,0,0,2010
12,12,6,35,4,0,1,0,0,0,0,1,0,2010
13,10,9,38,1,0,0,0,0,0,0,0,0,2010
20,4,8,41,0,0,1,0,0,0,0,0,0,2010
18,13,12,51,3,0,0,1,0,0,0,0,1,2010
12,11,17,42,2,0,0,0,0,0,0,1,0,2010
12,5,5,47,2,0,0,0,0,0,0,1,0,2010
12,5,5,39,3,0,0,0,0,0,0,0,0,2010
9,4,6,52,5,0,0,0,0,1,0,0,0,2010
9,12,14,39,3,0,0,1,0,0,1,0,0,2010
13,11,11,49,3,0,0,0,0,0,0,0,0,2010
12,9,13,54,5,0,0,0,1,1,0,0,0,2010
8,4,4,50,2,0,0,0,0,1,0,0,0,2010
12,6,6,53,2,0,0,0,0,0,0,0,1,2010
13,19,12,38,2,0,0,0,0,0,0,0,1,2010
12,11,3,49,3,0,0,0,1,1,0,0,0,2010
13,16,12,45,4,0,0,0,0,0,0,0,0,2010
18,12,13,49,4,0,0,0,1,0,0,0,1,2010
12,6,8,48,3,0,0,0,1,0,0,1,0,2010
12,12,16,39,4,0,0,0,1,0,0,1,0,2010
14,12,14,38,1,0,0,0,1,0,0,0,0,2010
15,6,6,54,0,0,0,0,1,0,0,1,0,2010
13,16,16,54,3,0,0,0,1,0,0,1,0,2010
12,4,9,35,3,0,0,0,1,1,0,0,0,2010
14,12,12,37,2,0,0,0,1,0,1,0,0,2010
13,8,12,46,3,0,0,1,0,0,0,0,0,2010
8,6,7,48,2,0,1,0,0,1,0,0,0,2010
13,8,8,49,4,0,1,0,0,0,0,1,0,2010
12,8,8,41,2,0,1,0,0,0,1,0,0,2010
12,11,10,36,2,0,0,1,0,0,1,0,0,2010
16,13,10,44,5,0,0,0,0,0,1,0,0,2010
13,8,8,37,3,0,0,1,0,0,1,0,0,2010
12,8,8,41,2,0,0,1,0,0,0,0,1,2010
12,8,8,53,2,0,0,1,0,1,0,0,0,2010
12,12,12,53,4,0,0,1,0,0,0,1,0,2010
12,8,8,40,2,0,0,0,0,0,1,0,0,2010
9,12,12,40,7,1,0,0,0,0,0,1,0,2010
14,12,8,45,5,1,0,0,0,0,0,1,0,2010
12,4,7,52,2,0,0,0,0,1,0,0,0,2010
12,12,9,42,2,0,0,0,0,0,0,1,0,2010
12,8,8,42,2,0,0,0,0,1,0,0,0,2010
12,8,8,41,2,0,0,0,0,0,0,1,0,2010
12,4,11,40,3,0,0,1,0,0,0,0,1,2010
10,8,8,49,4,0,1,0,0,0,1,0,0,2010
8,8,12,35,2,0,0,0,0,0,0,1,0,2010
12,12,12,36,2,0,0,0,0,0,0,1,0,2010
9,3,3,42,3,0,0,0,0,0,0,1,0,2010
16,14,14,44,4,0,0,1,0,0,0,0,0,2010
12,9,10,45,5,0,0,1,0,0,0,1,0,2010
11,6,8,53,0,0,0,1,0,0,0,0,1,2010
12,8,12,48,2,0,0,1,0,0,0,1,0,2010
12,5,8,43,4,0,0,1,0,1,0,0,0,2010
13,8,12,50,3,0,0,1,0,0,0,1,0,2010
12,6,6,54,2,0,0,0,0,0,0,1,0,2010
8,0,0,45,2,0,0,0,0,1,0,0,0,2010
5,0,3,36,3,0,0,0,0,0,1,0,0,2010
16,11,11,36,0,0,0,0,0,1,0,0,0,2010
12,8,8,36,3,0,0,0,0,0,1,0,0,2010
19,13,16,54,0,0,0,0,0,1,0,0,0,2010
17,20,14,44,1,0,0,1,0,1,0,0,0,2010
16,18,14,50,3,0,1,0,0,0,0,0,0,2010
12,12,12,44,4,0,1,0,0,0,0,1,0,2010
20,16,16,35,1,0,1,0,0,0,0,1,0,2010
12,8,12,37,3,0,1,0,0,0,0,1,0,2010
16,15,12,47,4,0,0,1,0,0,0,1,0,2010
18,16,12,41,7,0,1,0,0,0,0,0,1,2010
16,12,13,50,5,0,0,1,0,0,0,0,0,2010
16,19,14,39,5,0,0,1,0,0,0,0,0,2010
10,8,8,51,2,0,0,1,0,0,0,0,0,2010
12,10,16,37,3,0,0,1,0,0,0,0,0,2010
13,8,11,39,4,1,0,1,0,0,0,0,0,2010
15,8,12,51,4,0,0,1,0,0,0,0,1,2010
12,12,12,48,5,0,0,1,0,0,0,0,1,2010
14,8,12,50,3,0,0,1,0,0,0,0,0,2010
12,12,9,38,3,0,0,1,0,0,0,0,1,2010
11,8,8,54,4,0,0,1,0,0,0,0,0,2010
14,12,15,37,2,0,0,1,0,1,0,0,0,2010
16,9,6,37,0,0,0,1,0,0,0,1,0,2010
13,8,8,51,2,0,0,1,0,1,0,0,0,2010
13,13,12,47,3,0,0,1,0,0,0,0,0,2010
13,0,0,45,4,0,1,0,0,1,0,0,0,2010
16,19,17,35,0,0,0,1,0,0,0,0,0,2010
9,0,0,50,5,1,0,0,0,1,0,0,0,2010
13,12,12,40,3,0,0,0,0,1,0,0,0,2010
14,18,16,42,4,0,0,1,0,1,0,0,0,2010
18,18,12,49,4,1,0,0,0,0,0,1,0,2010
16,13,10,38,1,0,0,0,0,0,0,0,0,2010
13,9,12,42,5,0,0,1,0,0,0,1,0,2010
10,6,8,47,2,0,0,0,0,1,0,0,0,2010
2,0,0,45,6,0,0,0,1,0,1,0,0,2010
17,8,10,47,6,1,0,0,1,0,0,1,0,2010
14,10,13,36,3,0,0,1,0,0,1,0,0,2010
12,15,16,50,3,0,0,0,1,0,1,0,0,2010
12,8,12,54,3,0,0,0,1,0,0,0,1,2010
15,13,10,36,3,0,0,0,1,0,0,0,0,2010
12,8,4,43,2,0,0,0,1,0,0,0,0,2010
12,12,12,40,0,0,0,0,1,0,0,0,0,2010
13,6,8,39,1,0,0,0,1,0,0,1,0,2010
12,12,16,38,2,0,0,0,1,0,0,0,0,2010
17,8,12,36,1,1,0,0,0,0,0,0,1,2010
14,12,12,49,3,0,0,1,0,1,0,0,0,2010
16,6,6,43,4,0,1,0,0,0,0,1,0,2010
12,5,9,42,3,1,0,0,0,0,1,0,0,2010
13,8,13,38,1,0,0,1,0,0,0,0,1,2010
12,8,12,49,2,0,0,0,1,0,0,0,0,2010
16,20,18,37,2,0,1,0,0,0,0,0,0,2010
12,7,12,52,3,0,1,0,0,0,0,1,0,2010
10,3,3,50,3,0,0,0,0,1,0,0,0,2010
15,11,9,46,4,0,0,0,0,0,0,1,0,2010
13,9,3,39,2,0,0,0,0,0,0,1,0,2010
12,8,9,45,0,0,0,0,0,1,0,0,0,2010
12,5,7,53,1,0,0,0,1,1,0,0,0,2010
14,10,6,50,6,0,0,0,0,0,0,1,0,2010
12,8,8,46,2,0,0,0,1,0,0,1,0,2010
12,10,12,41,6,0,0,1,0,0,0,1,0,2010
14,12,12,36,1,0,0,1,0,0,0,0,1,2010
9,8,8,43,2,0,0,0,0,0,0,1,0,2010
12,10,10,45,3,0,0,0,0,1,0,0,0,2010
19,12,12,39,2,0,0,0,0,0,0,1,0,2010
18,18,16,54,0,0,1,0,0,0,0,1,0,2012
9,5,12,53,5,0,1,0,0,0,0,0,0,2012
18,12,12,51,4,0,1,0,0,0,0,1,0,2012
12,3,12,53,1,0,1,0,0,0,0,0,0,2012
18,13,16,53,2,0,1,0,0,0,0,0,0,2012
20,13,16,35,0,0,0,0,0,0,0,0,1,2012
12,10,12,46,3,0,0,1,0,0,0,0,1,2012
12,8,8,38,2,0,1,0,0,0,0,1,0,2012
17,12,12,36,1,0,1,0,0,0,0,0,1,2012
20,16,12,35,1,1,1,0,0,0,0,0,0,2012
12,8,10,48,3,0,1,0,0,0,0,0,0,2012
11,8,5,44,2,0,1,0,0,0,0,0,1,2012
17,18,16,48,0,0,1,0,0,0,0,0,0,2012
12,8,12,43,1,0,1,0,0,0,1,0,0,2012
16,8,10,35,0,0,1,0,0,0,0,0,1,2012
12,7,12,40,3,0,1,0,0,0,0,1,0,2012
12,8,10,38,2,0,1,0,0,0,1,0,0,2012
11,10,10,47,5,0,0,0,1,0,0,0,1,2012
12,12,10,42,2,0,1,0,0,0,0,1,0,2012
12,8,8,45,3,0,1,0,0,0,1,0,0,2012
12,12,8,47,3,0,1,0,0,0,0,0,0,2012
12,10,10,37,2,0,1,0,0,0,0,0,1,2012
12,7,7,41,3,0,0,1,0,0,0,0,0,2012
19,10,9,42,0,0,0,1,0,0,0,0,0,2012
7,6,6,40,3,1,0,0,0,1,0,0,0,2012
17,18,16,35,3,1,0,0,0,0,0,0,0,2012
12,12,10,38,3,0,0,1,0,0,0,0,1,2012
20,17,16,44,0,0,0,0,0,0,0,1,0,2012
12,8,8,46,4,0,0,1,0,0,0,1,0,2012
16,12,16,50,3,0,0,1,0,0,1,0,0,2012
13,12,12,43,2,0,0,1,0,0,0,0,0,2012
13,8,12,45,3,0,0,1,0,0,0,0,0,2012
16,18,12,40,2,0,0,1,0,0,0,0,0,2012
12,8,8,50,7,0,0,1,0,0,0,0,0,2012
18,12,12,40,1,0,0,1,0,0,0,1,0,2012
12,9,12,48,4,0,0,1,0,0,0,1,0,2012
16,12,14,52,5,0,0,1,0,1,0,0,0,2012
12,12,6,38,2,0,0,0,0,0,0,0,0,2012
8,4,6,44,1,0,0,0,0,0,0,0,0,2012
7,3,5,48,1,1,0,0,0,0,1,0,0,2012
10,7,8,46,6,1,0,0,0,0,1,0,0,2012
15,3,5,38,2,0,0,0,0,1,0,0,0,2012
10,10,6,40,3,0,0,0,1,0,0,1,0,2012
12,12,12,39,3,0,0,0,0,0,0,0,1,2012
14,8,12,41,3,0,0,0,0,0,0,1,0,2012
12,0,0,39,2,0,0,0,0,0,0,1,0,2012
12,4,4,48,2,0,0,0,0,0,0,1,0,2012
16,12,12,35,2,0,0,0,0,0,0,1,0,2012
10,3,9,47,2,1,0,0,0,0,0,1,0,2012
11,12,11,44,7,1,0,0,0,0,0,0,0,2012
12,11,1,39,5,1,0,0,0,0,1,0,0,2012
12,9,9,49,2,0,0,0,0,0,1,0,0,2012
7,0,0,43,3,0,0,0,0,0,1,0,0,2012
12,3,10,40,2,0,0,0,1,0,0,0,0,2012
13,10,8,49,3,0,0,0,0,0,0,0,0,2012
12,8,15,52,2,0,0,0,0,0,0,1,0,2012
17,12,12,40,0,0,0,0,0,0,0,0,0,2012
9,4,0,35,3,0,0,0,1,0,0,1,0,2012
12,4,9,35,2,0,0,0,1,0,0,1,0,2012
12,12,12,44,1,0,1,0,0,0,1,0,0,2012
16,16,12,35,0,0,1,0,0,1,0,0,0,2012
16,12,12,50,1,0,0,1,0,0,0,1,0,2012
11,8,8,41,3,0,0,0,0,0,0,1,0,2012
13,12,12,37,0,0,1,0,0,0,0,1,0,2012
12,7,10,37,1,0,0,0,0,0,1,0,0,2012
12,6,6,43,2,0,0,0,0,1,0,0,0,2012
16,14,12,49,0,0,0,1,0,0,0,1,0,2012
12,8,9,42,2,0,1,0,0,1,0,0,0,2012
12,8,12,39,0,0,0,0,0,0,0,1,0,2012
13,10,12,35,2,0,0,0,0,0,0,0,0,2012
10,12,16,37,1,0,0,0,1,1,0,0,0,2012
12,8,8,51,6,0,0,1,0,1,0,0,0,2012
10,7,8,42,4,0,0,1,0,0,0,1,0,2012
13,8,16,46,4,0,0,1,0,0,0,1,0,2012
12,8,8,35,4,0,0,1,0,0,0,1,0,2012
12,8,12,41,2,0,0,1,0,1,0,0,0,2012
8,3,5,54,4,0,0,0,0,1,0,0,0,2012
16,12,12,35,2,0,1,0,0,0,0,1,0,2012
12,8,11,43,1,0,0,0,0,0,1,0,0,2012
12,7,7,52,1,0,0,0,0,1,0,0,0,2012
12,2,8,51,2,0,0,0,0,1,0,0,0,2012
20,20,16,38,1,0,0,1,0,0,0,0,0,2012
18,12,10,42,0,0,1,0,0,0,0,1,0,2012
18,12,10,42,1,0,0,1,0,0,0,0,0,2012
16,12,18,42,2,0,1,0,0,0,0,0,0,2012
19,8,8,39,3,0,1,0,0,0,0,0,0,2012
14,16,12,42,0,0,1,0,0,0,0,0,0,2012
12,6,6,45,1,0,1,0,0,0,1,0,0,2012
12,11,7,41,2,0,1,0,0,0,0,1,0,2012
13,7,11,43,1,0,1,0,0,0,0,0,1,2012
13,14,12,52,4,0,1,0,0,0,0,1,0,2012
16,18,12,48,6,0,1,0,0,0,0,1,0,2012
16,16,16,48,2,0,0,1,0,0,0,0,0,2012
15,14,12,45,3,0,1,0,0,0,1,0,0,2012
16,16,8,47,5,0,1,0,0,0,0,1,0,2012
14,9,12,41,2,0,1,0,0,0,0,0,1,2012
14,15,15,37,3,0,0,1,0,0,0,0,0,2012
13,12,8,35,2,0,0,1,0,0,0,1,0,2012
12,8,8,53,3,0,0,1,0,0,0,0,0,2012
11,16,12,47,2,0,0,1,0,0,0,0,0,2012
12,10,15,37,3,0,0,1,0,0,0,0,0,2012
12,12,12,35,1,0,0,1,0,0,0,1,0,2012
17,4,6,36,4,1,0,0,0,0,0,1,0,2012
13,13,12,41,2,0,0,1,0,0,0,0,0,2012
12,8,8,45,2,0,0,1,0,0,0,0,0,2012
14,8,16,47,6,0,0,1,0,0,0,1,0,2012
15,12,12,45,0,0,0,1,0,0,0,1,0,2012
12,9,8,35,2,0,0,1,0,0,0,1,0,2012
12,12,12,38,3,0,0,1,0,1,0,0,0,2012
18,16,15,44,3,0,0,1,0,0,0,1,0,2012
16,8,12,47,2,1,0,0,0,1,0,0,0,2012
12,14,13,41,1,0,0,1,0,0,0,0,1,2012
9,8,8,43,0,0,0,1,0,0,1,0,0,2012
13,8,9,45,6,0,0,1,0,0,0,0,0,2012
17,5,11,52,2,0,0,1,0,0,0,1,0,2012
12,12,12,39,1,0,0,1,0,0,0,0,1,2012
12,12,12,38,1,0,0,0,0,0,0,0,0,2012
16,10,16,44,2,0,1,0,0,1,0,0,0,2012
15,20,15,38,3,0,0,0,0,0,0,0,0,2012
16,16,12,40,3,0,1,0,0,0,0,0,0,2012
12,7,7,44,2,0,0,0,0,0,0,0,1,2012
13,10,12,35,0,0,0,0,0,0,0,0,1,2012
15,5,9,47,6,1,0,0,0,0,0,1,0,2012
12,10,8,46,3,0,0,0,0,0,0,0,0,2012
12,10,12,43,4,0,0,1,0,1,0,0,0,2012
12,8,12,36,1,0,0,0,0,0,0,1,0,2012
16,13,8,50,1,0,0,0,0,0,0,0,0,2012
16,16,16,36,1,0,0,0,0,0,0,0,1,2012
14,6,8,39,2,0,0,1,0,1,0,0,0,2012
18,12,12,36,0,0,0,0,0,0,0,0,0,2012
12,4,7,54,5,0,0,0,0,0,0,0,0,2012
12,10,12,52,2,0,0,0,0,0,0,0,0,2012
20,16,13,36,0,0,0,0,0,0,0,0,0,2012
15,3,8,50,4,0,0,0,0,0,0,1,0,2012
11,9,9,54,2,0,0,0,0,1,0,0,0,2012
13,13,12,36,2,0,0,0,1,0,0,0,1,2012
15,16,12,35,1,0,0,0,1,0,0,0,1,2012
12,10,12,38,2,0,1,0,0,0,0,1,0,2012
17,3,12,40,0,1,0,0,0,0,0,0,0,2012
14,6,6,52,2,0,0,1,0,0,0,0,0,2012
10,8,8,51,1,0,0,0,1,1,0,0,0,2012
10,15,13,36,2,0,0,0,1,1,0,0,0,2012
12,4,6,41,3,0,0,0,1,0,1,0,0,2012
15,3,15,52,3,0,0,0,1,0,0,0,1,2012
12,12,8,39,1,0,1,0,0,0,0,1,0,2012
10,3,3,42,1,0,0,0,0,1,0,0,0,2012
9,8,8,52,6,0,0,1,0,0,0,1,0,2012
12,6,7,50,3,0,0,0,0,0,1,0,0,2012
14,3,11,46,2,0,0,0,0,0,0,1,0,2012
12,6,6,52,3,0,0,0,0,0,0,1,0,2012
12,11,4,37,2,0,0,0,0,0,1,0,0,2012
16,16,16,42,4,0,0,0,0,0,0,0,1,2012
12,12,14,46,1,0,0,0,0,0,0,1,0,2012
12,5,12,40,3,0,0,0,1,1,0,0,0,2012
13,10,12,39,0,0,0,0,1,1,0,0,0,2012
10,5,12,51,2,0,0,1,0,1,0,0,0,2012
12,13,8,35,0,0,0,1,0,1,0,0,0,2012
11,8,8,45,3,0,0,0,0,0,1,0,0,2012
16,4,9,41,5,0,0,0,0,1,0,0,0,2012
12,8,2,40,0,0,0,0,0,0,0,1,0,2012
12,13,12,54,2,0,0,0,0,0,0,1,0,2012
12,8,12,53,4,1,0,1,0,0,0,0,0,2012
14,6,6,38,1,1,0,1,0,0,0,0,0,2012
8,12,8,52,5,1,0,0,0,1,0,0,0,2012
12,12,16,36,6,1,0,0,0,0,0,1,0,2012
9,8,11,49,5,1,0,0,0,0,0,0,0,2012
16,9,8,50,7,1,0,0,0,0,1,0,0,2012
12,7,9,38,4,1,0,0,0,0,0,1,0,2012
14,10,11,39,1,1,0,0,0,1,0,0,0,2012
11,8,8,54,3,1,1,0,0,0,0,0,1,2012
12,7,6,52,4,1,1,0,0,0,1,0,0,2012
14,8,12,37,2,1,1,0,0,0,0,0,0,2012
12,3,12,40,3,1,0,0,0,0,0,1,0,2012
17,12,12,52,1,1,0,0,0,0,0,0,1,2012
17,12,12,48,3,1,0,0,0,0,0,0,1,2012
12,14,12,36,1,1,0,0,0,0,0,0,0,2012
10,5,6,42,6,1,0,0,0,0,0,1,0,2012
12,7,7,50,2,1,0,0,0,1,0,0,0,2012
12,10,9,47,5,1,0,1,0,0,0,0,1,2012
14,6,12,35,2,1,0,1,0,0,1,0,0,2012
16,20,18,37,0,1,0,1,0,0,0,0,0,2012
14,4,6,49,5,1,0,1,0,0,0,0,0,2012
12,5,8,36,1,1,0,0,0,1,0,0,0,2012
14,12,2,37,1,1,0,1,0,0,0,0,0,2012
9,5,6,51,7,1,0,0,0,1,0,0,0,2012
12,7,9,37,2,1,0,0,1,0,0,0,0,2012
17,12,12,35,1,0,1,0,0,0,0,0,0,2014
12,8,12,43,3,0,1,0,0,0,0,0,0,2014
12,7,9,44,5,1,0,0,0,0,0,1,0,2014
20,12,12,35,1,1,1,0,0,0,0,0,0,2014
12,15,12,43,1,0,1,0,0,0,0,0,0,2014
15,12,12,47,2,0,0,0,1,0,0,0,0,2014
14,12,12,38,2,0,0,0,1,0,0,0,1,2014
13,8,6,38,0,0,0,0,0,0,0,1,0,2014
